,Id,Direct,Name,CountryName,ImageUrl,HolidayUrl,IndirectPrice,HotelUrl,DirectPrice,IndirectQuoteDateTime,DirectQuoteDateTime,HotelPrice
11,EDIN,True,Edinburgh,United Kingdom,https://content.skyscnr.com/9df58c8d6e66cd62d55c804b2d7cd22e/GettyImages-506396604.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/edinburgh-holidays/cia-27540851,24,/hotels/search?entity_id=27540851&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,28.0,2021-11-13T10:58:00,2021-11-10T09:37:00,
12,BELF,False,Belfast,United Kingdom,https://content.skyscnr.com/ee377cc8c07596dca36a3cc28f74235f/GettyImages-116149884.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/belfast-holidays/cia-27538744,99,/hotels/search?entity_id=27538744&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T13:00:00,,
13,ABER,False,Aberdeen,United Kingdom,https://content.skyscnr.com/3f4498322baca0397df716f33159a551/GettyImages-478376654.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/aberdeen-holidays/cia-27536433,105,/hotels/search?entity_id=27536433&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T19:37:00,,
14,INVE,False,Inverness,United Kingdom,https://content.skyscnr.com/m/027b24d869ceca1f/original/GettyImages-100334437_doc.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/inverness-holidays/cia-27542869,118,/hotels/search?entity_id=27542869&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T21:44:00,,
15,CARD,False,Cardiff,United Kingdom,https://content.skyscnr.com/3ac6ba587d62c819e80a2554c7dc3894/GettyImages-478086609.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/cardiff-holidays/cia-27540629,131,/hotels/search?entity_id=27540629&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T10:43:00,,
16,JERS,False,Jersey,,,,145,/hotels/search?entity_id=29475153&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T21:43:00,,
17,MMEA,False,Durham,United Kingdom,https://content.skyscnr.com/24cac5e0c48dadd765a8397197514cc5/GettyImages-139680538.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/durham-holidays/cia-32833958,275,/hotels/search?entity_id=32833958&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-12T09:25:00,,
18,SOUT,False,Southampton,United Kingdom,https://content.skyscnr.com/84734c7348f514caf9450fcb3592dfbc/GettyImages-515701085.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/southampton-holidays/cia-27547060,286,/hotels/search?entity_id=27547060&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-13T10:10:00,,
19,DUND,False,Dundee,United Kingdom,https://content.skyscnr.com/m/783eb9c4778b0e0b/Large-eyeem-26694340-124032741.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/dundee-holidays/cia-27540769,344,/hotels/search?entity_id=27540769&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-10T12:57:00,,
20,HUMB,False,Kirmington,United Kingdom,https://content.skyscnr.com/27cca5261089a4b7fd728339076726f8/Humberside-GettyImages-640242306.jpg,https://www.skyscanner.net/si/en-gb/eur/holidays/holidays-in/united-kingdom/kirmington-holidays/cia-46424749,443,/hotels/search?entity_id=46424749&checkin=2021-12-01&checkout=2021-12-02&adults=1&rooms=1&locale=en-GB&market=SI&search_bar_expanded=true&open_checkin_selector=true,,2021-11-11T08:35:00,,
